ms_zoning,lot_area,land_contour,land_slope,neighborhood,condition_1,bldg_type,house_style,year_built,year_remod_add,mas_vnr_type,garage_area,wood_deck_sf,open_porch_sf,kitchen_qual,bedroom_abvgr,sale_type,saleprice,qual_cond,exter_qual_cond,bsmt_qual_cond,fireplaces_weighted,sq_ft,bsmt_weighted_sf,bath
RL,7400,Lvl,Gtl,NAmes,Artery,1Fam,1Story,1962,1962,None,528.0,0,0,3,3,WD ,120000,42,9,9,0,1045,927.0,1.0
RL,10738,Lvl,Gtl,NWAmes,Norm,1Fam,1Story,1966,1966,None,484.0,224,0,3,3,WD ,158500,42,9,9,2,1093,942.5,2.0
RL,8366,Lvl,Gtl,SawyerW,Norm,1Fam,2Story,2004,2004,None,520.0,138,45,4,3,WD ,173000,30,12,12,0,1640,399.0,2.5
RL,9842,Lvl,Gtl,NAmes,Norm,Duplex,1Story,1962,1962,None,462.0,0,0,3,2,WD ,101800,20,9,0,0,1224,0.0,2.0
RL,7200,Lvl,Gtl,SWISU,Feedr,1Fam,2Story,1936,2007,None,576.0,256,0,4,3,WD ,155000,63,16,16,0,1135,350.0,1.0
RL,10230,Lvl,Gtl,OldTown,Norm,1Fam,1Story,1925,1950,None,264.0,0,0,5,3,WD ,125000,35,9,9,0,1078,527.0,1.0
RM,8626,Lvl,Gtl,OldTown,Norm,1Fam,1Story,1956,1956,None,331.0,0,0,3,2,WD ,104500,24,9,0,0,968,0.0,1.0
RL,8834,Lvl,Gtl,NridgHt,Norm,1Fam,2Story,2004,2005,Stone,738.0,184,0,5,4,WD ,350000,45,12,15,4,2224,1316.0,2.5
RL,8544,Lvl,Gtl,NAmes,Norm,Duplex,1Story,1950,1950,None,400.0,0,0,3,2,WD ,93500,12,9,0,0,1040,0.0,2.0
RL,9179,Lvl,Gtl,CollgCr,Norm,1Fam,2Story,1999,1999,BrkFace,588.0,0,88,4,3,WD ,193000,35,12,12,0,1790,753.0,2.5
RL,11526,Bnk,Mod,Crawfor,Norm,1Fam,2.5Fin,1922,1994,None,672.0,431,0,3,3,WD ,191000,42,9,15,4,2171,294.0,2.0
RM,5684,Lvl,Gtl,OldTown,Norm,1Fam,1Story,1930,2005,None,270.0,0,113,4,2,WD ,110000,48,9,9,0,813,406.5,1.0
RL,11885,Lvl,Gtl,CollgCr,Norm,1Fam,2Story,2001,2001,BrkFace,531.0,160,122,5,3,WD ,261500,40,12,12,3,1872,1144.5,2.5
RL,9600,Lvl,Gtl,NAmes,Norm,1Fam,1Story,1956,1956,None,338.0,0,0,3,2,WD ,128900,30,9,9,0,1050,777.0,1.0
RL,10215,Bnk,Gtl,Edwards,Norm,1Fam,1Story,1954,1954,BrkFace,248.0,0,0,3,3,WD ,111000,20,9,9,0,948,678.0,1.0
RL,8550,Lvl,Gtl,BrkSide,RRAn,1Fam,1.5Fin,1926,1950,None,576.0,0,0,3,4,ConLw,90000,25,9,6,0,1316,375.0,1.0
RL,18450,Lvl,Gtl,NAmes,Norm,1Fam,2Story,1965,1979,BrkCmn,596.0,0,265,3,3,WD ,129000,30,12,12,1,2380,242.5,2.5
RL,14778,Low,Gtl,Crawfor,PosN,1Fam,1Story,1954,2006,BrkFace,924.0,108,0,4,3,WD ,224000,42,12,9,4,1640,1012.0,1.0
FV,3180,Lvl,Gtl,Somerst,Norm,TwnhsE,2Story,2005,2005,None,480.0,0,166,4,2,WD ,165000,30,12,12,0,1200,495.0,2.5
RM,3068,Lvl,Gtl,OldTown,Norm,1Fam,2Story,1920,1993,None,180.0,0,0,3,3,WD ,122000,48,12,9,0,1324,331.0,1.0
RL,8298,HLS,Gtl,Timber,Norm,1Fam,1Story,2006,2007,None,502.0,132,0,5,2,New,267300,40,12,12,4,1564,1064.5,2.0
RL,13518,Lvl,Gtl,NridgHt,Norm,1Fam,2Story,2008,2009,Stone,820.0,144,78,5,4,New,485000,45,15,15,8,3140,963.0,3.5
RM,33120,Lvl,Gtl,OldTown,RRAn,1Fam,1.5Fin,1962,1962,None,576.0,0,0,3,5,WD ,220000,30,9,9,4,2486,797.5,2.0
RL,13142,Lvl,Gtl,CollgCr,PosN,1Fam,2Story,1997,1997,BrkFace,600.0,0,96,4,3,WD ,215700,30,9,12,0,1771,776.0,2.5
RL,11362,Lvl,Gtl,NridgHt,Norm,1Fam,1Story,2004,2005,Stone,862.0,125,185,4,3,WD ,280000,40,12,15,4,1836,1437.5,2.0
RL,10845,Lvl,Gtl,NridgHt,Norm,1Fam,1Story,2003,2004,BrkFace,732.0,216,28,4,2,WD ,284000,40,12,12,3,1575,1376.0,2.0
RM,1936,Lvl,Gtl,MeadowV,Norm,Twnhs,SFoyer,1970,1970,None,0.0,0,0,3,1,WD ,84500,24,9,12,0,630,131.0,1.0
RL,9760,Lvl,Mod,NAmes,Norm,1Fam,1Story,1963,1984,BrkFace,440.0,657,0,3,2,WD ,192000,42,9,9,3,1395,924.5,1.0
RM,3960,Lvl,Gtl,OldTown,Norm,1Fam,2Story,1930,1950,None,200.0,280,0,4,2,WD ,105000,56,9,9,1,1004,251.0,1.0
RL,9100,Lvl,Gtl,CollgCr,Norm,1Fam,1Story,2004,2005,None,484.0,120,33,4,3,WD ,216837,35,12,12,4,1836,942.0,2.0
RL,9600,Lvl,Gtl,NAmes,Norm,1Fam,1Story,1960,1960,BrkFace,450.0,0,22,4,3,WD ,141500,30,4,9,0,1496,977.0,2.0
RL,9764,Lvl,Gtl,Sawyer,Feedr,1Fam,1Story,1967,2003,None,450.0,0,0,4,3,WD ,130000,35,9,9,0,894,798.0,1.0
RL,8430,HLS,Mod,CollgCr,Norm,1Fam,1Story,1978,1978,BrkFace,0.0,0,0,3,3,WD ,124000,25,9,12,0,1040,828.0,2.0
RM,9060,Lvl,Gtl,IDOTRR,Norm,1Fam,2Story,1923,1999,None,0.0,174,0,4,3,WD ,150909,30,9,12,0,1828,703.5,2.0
RL,12778,Lvl,Gtl,NAmes,Norm,1Fam,1Story,1952,2003,None,280.0,0,154,3,2,WD ,139500,30,9,9,0,1008,833.0,1.0
RL,8172,HLS,Gtl,Edwards,Norm,1Fam,1Story,1955,1955,None,528.0,196,0,3,3,COD,79275,20,9,9,0,864,773.0,1.0
RL,9037,HLS,Gtl,Timber,Norm,1Fam,1Story,2006,2006,BrkFace,472.0,120,33,5,2,WD ,265900,40,12,12,4,1484,952.0,2.0
RL,6292,Bnk,Gtl,SWISU,Norm,1Fam,1Story,1930,1950,None,160.0,0,141,3,2,WD ,91000,30,9,12,0,790,576.0,1.0
RL,11900,Lvl,Gtl,Gilbert,Norm,1Fam,2Story,1977,1977,BrkFace,567.0,0,176,3,3,WD ,185000,30,9,12,3,1934,761.0,2.5
RL,7945,Lvl,Gtl,NAmes,Norm,1Fam,1Story,1959,1959,None,300.0,0,0,3,3,WD ,141000,30,9,9,0,1150,411.5,1.0
RL,16659,Lvl,Gtl,NridgHt,Norm,1Fam,2Story,2007,2008,None,728.0,0,368,4,3,New,260116,40,12,12,4,2152,791.0,2.5
RL,9340,Lvl,Gtl,Edwards,Norm,1Fam,1Story,1941,1950,None,234.0,0,113,3,2,WD ,113000,24,9,9,0,672,508.0,1.0
RL,11454,Lvl,Gtl,SawyerW,Norm,1Fam,SLvl,1995,1995,BrkFace,811.0,168,42,4,3,WD ,225000,40,12,12,2,1511,1085.5,2.0
RL,8480,Lvl,Gtl,NAmes,Norm,1Fam,1Story,1945,1950,None,240.0,0,0,2,2,WD ,113000,30,12,9,0,793,746.5,1.0
RL,6305,Lvl,Gtl,Edwards,Norm,1Fam,SLvl,1975,1975,None,352.0,0,0,3,3,WD ,125200,36,9,9,2,1096,768.0,1.0
RL,9709,Lvl,Gtl,NridgHt,Norm,1Fam,2Story,2007,2007,Stone,786.0,172,104,5,3,New,319500,40,15,15,8,2100,848.0,2.5
RL,10930,Bnk,Gtl,NAmes,Artery,1Fam,1.5Fin,1945,1950,None,288.0,0,0,3,3,WD ,140000,30,9,9,3,1558,746.5,1.5
RL,50102,Low,Mod,Timber,Norm,1Fam,1Story,1958,1958,None,518.0,0,0,3,2,WD ,250764,30,9,12,8,1650,1270.5,1.0
RL,8899,Lvl,Gtl,NridgHt,Norm,1Fam,2Story,2007,2007,Stone,656.0,100,24,4,4,WD ,250000,40,15,12,4,2088,494.0,2.5
RL,10237,Lvl,Gtl,Gilbert,RRAn,1Fam,2Story,2005,2006,None,400.0,100,38,4,3,WD ,176000,30,12,12,4,1536,384.0,2.5
RL,9736,Lvl,Gtl,NAmes,Feedr,1Fam,1Story,1957,1969,BrkFace,464.0,0,0,3,4,WD ,174850,36,9,9,9,1721,930.5,1.0
RL,2364,Lvl,Gtl,NPkVill,Norm,TwnhsE,2Story,1978,1978,None,440.0,108,0,3,3,WD ,147000,30,9,12,3,1548,562.0,2.5
RL,7892,Lvl,Gtl,SawyerW,Norm,TwnhsE,1Story,1979,1979,None,264.0,28,0,3,2,WD ,99500,30,9,12,3,918,459.0,2.0
RL,12350,Lvl,Gtl,NridgHt,Norm,1Fam,2Story,2009,2009,None,864.0,0,197,5,3,New,398800,45,12,15,4,2690,1175.5,2.5
RL,7917,Lvl,Gtl,Gilbert,Norm,1Fam,2Story,1999,2000,None,460.0,0,40,3,3,WD ,175000,30,9,12,3,1647,476.5,2.5
RL,7200,Lvl,Gtl,NAmes,Norm,1Fam,1Story,1954,1954,None,350.0,0,0,3,2,WD ,109500,35,9,9,0,825,412.5,1.0
RL,12155,Lvl,Gtl,NAmes,PosN,1Fam,1Story,1970,1970,None,484.0,0,0,3,3,WD ,163500,18,9,12,3,1657,1447.0,2.0
RL,7446,Lvl,Gtl,BrkSide,Feedr,1Fam,1Story,1941,1950,None,0.0,0,0,3,2,WD ,100000,20,9,9,6,788,527.0,1.0
RL,11025,HLS,Mod,NoRidge,Norm,1Fam,2Story,1992,1993,BrkFace,888.0,177,208,4,3,WD ,334000,40,12,15,9,2826,1226.0,2.5
RL,7832,Lvl,Gtl,Sawyer,Norm,1Fam,1Story,1968,1968,None,280.0,226,0,3,2,WD ,137250,25,9,9,0,864,819.5,1.0
RL,19378,HLS,Gtl,Gilbert,Norm,1Fam,2Story,2005,2006,BrkFace,576.0,239,132,4,4,New,320000,35,12,12,4,2462,724.5,2.5
RL,9830,Lvl,Gtl,NAmes,Norm,1Fam,1Story,1959,2006,None,576.0,364,17,4,3,WD ,162000,35,12,9,4,1287,438.5,1.0
FV,4403,Lvl,Gtl,Somerst,Norm,1Fam,1Story,2009,2009,Stone,484.0,0,144,4,2,New,222000,35,15,15,4,1478,1024.0,2.5
RL,8174,Lvl,Gtl,Gilbert,Norm,1Fam,2Story,2003,2003,None,393.0,100,56,4,3,WD ,178000,35,12,12,3,1342,596.0,2.5
RM,7200,Lvl,Gtl,OldTown,Norm,1Fam,1Story,1940,1992,Stone,240.0,0,0,4,2,WD ,119000,35,12,9,8,804,649.0,1.0
RL,7590,Lvl,Gtl,NAmes,PosN,1Fam,2Story,1962,1962,BrkFace,264.0,0,168,3,4,WD ,169500,25,9,9,3,1812,702.0,2.0
RL,8795,Lvl,Gtl,Gilbert,Norm,1Fam,2Story,2000,2000,None,554.0,224,54,4,4,WD ,236000,35,12,12,3,2256,626.0,2.5
RM,3843,HLS,Mod,Crawfor,Norm,TwnhsE,1Story,2007,2008,Stone,525.0,162,53,5,2,New,294464,40,15,15,4,1648,1536.0,2.0
RL,11075,Lvl,Gtl,NAmes,Norm,1Fam,2Story,1969,1969,None,576.0,280,0,3,4,WD ,206900,30,9,6,8,2112,588.0,2.5
RL,10142,Lvl,Gtl,SawyerW,Norm,1Fam,2Story,2004,2004,None,618.0,0,45,4,4,WD ,233000,35,12,12,0,2084,806.0,2.5
RM,7741,Lvl,Gtl,OldTown,Norm,1Fam,1Story,1924,1950,None,280.0,0,0,3,2,COD,108000,30,9,6,0,1032,551.5,1.0
RL,8139,Lvl,Gtl,Gilbert,Norm,1Fam,2Story,1995,1996,BrkFace,420.0,192,49,3,3,WD ,165000,30,9,12,3,1470,578.0,2.5
RL,8982,Lvl,Gtl,CollgCr,Norm,1Fam,1Story,1977,1977,None,748.0,0,0,3,3,WD ,134900,25,9,12,0,1040,789.5,1.5
RM,6120,Lvl,Gtl,BrkSide,Norm,1Fam,1.5Unf,1939,1950,None,240.0,0,0,3,2,WD ,113000,35,12,9,0,884,442.0,1.0
RL,16561,Low,Mod,CollgCr,Norm,1Fam,1Story,1996,1996,None,242.0,306,0,3,3,WD ,147900,25,9,12,0,1097,823.0,1.5
RL,4060,Lvl,Gtl,Edwards,Feedr,1Fam,1Story,1922,1950,None,0.0,0,96,3,2,WD ,99900,40,9,6,0,864,432.0,1.0
RL,2308,Lvl,Gtl,NPkVill,Norm,TwnhsE,2Story,1975,1975,None,460.0,0,0,3,4,WD ,143000,36,9,12,0,1456,423.5,2.5
RM,6240,Lvl,Gtl,BrkSide,Norm,1Fam,1.5Fin,1934,1950,None,528.0,112,0,3,3,WD ,114500,36,9,9,4,816,408.0,1.0
RL,8789,Lvl,Gtl,Sawyer,Norm,1Fam,1Story,1967,1967,None,288.0,64,0,3,3,WD ,129200,30,9,9,1,941,785.5,1.0
RM,5587,HLS,Mod,Crawfor,Norm,TwnhsE,1Story,2008,2008,Stone,482.0,162,53,4,2,New,392500,40,15,15,4,1652,1540.0,2.0
RL,9042,Lvl,Gtl,Crawfor,Norm,1Fam,2Story,1941,2006,None,252.0,0,60,4,4,WD ,266500,63,20,12,8,2340,713.5,2.0
RL,8923,Lvl,Gtl,Gilbert,Norm,1Fam,SLvl,1998,1998,None,396.0,256,0,3,3,WD ,177500,35,12,12,3,1382,286.5,2.5
RL,12518,Lvl,Gtl,Mitchel,Norm,1Fam,1Story,1968,1968,BrkFace,384.0,144,0,4,3,WD ,139500,35,9,9,0,1008,770.0,1.0
RL,11069,Lvl,Gtl,CollgCr,Norm,1Fam,2Story,2007,2007,None,440.0,100,36,4,3,WD ,170000,30,12,12,4,1396,304.0,2.5
RL,8800,Lvl,Gtl,NAmes,Norm,1Fam,2Story,1964,1997,BrkFace,539.0,0,0,3,5,WD ,224500,42,12,9,4,2154,629.5,2.5
RL,13262,Lvl,Gtl,NridgHt,Norm,1Fam,2Story,2003,2004,Stone,730.0,114,40,4,4,WD ,290000,40,12,12,4,2400,541.0,3.5
RM,7758,Lvl,Gtl,IDOTRR,Norm,1Fam,1.5Fin,1931,1950,BrkFace,240.0,0,0,3,4,WD ,169500,28,6,9,6,1818,632.0,1.5
RL,12118,Lvl,Gtl,Mitchel,Norm,1Fam,1Story,2004,2005,Stone,550.0,100,48,4,3,WD ,240000,35,12,15,4,1710,855.0,2.0
RL,9600,Lvl,Gtl,NAmes,Norm,1Fam,1Story,1955,1955,BrkFace,288.0,0,0,3,2,WD ,144000,30,12,9,0,1150,723.0,1.0
RL,9500,Lvl,Gtl,NAmes,Artery,1Fam,2Story,1964,1978,BrkCmn,540.0,0,52,3,4,WD ,165000,36,9,9,3,1977,629.0,1.5
RL,7175,Lvl,Gtl,SawyerW,Norm,TwnhsE,1Story,1990,1991,None,542.0,0,60,4,2,WD ,145000,30,12,12,0,1332,666.0,2.0
RL,11200,Lvl,Gtl,Edwards,Norm,1Fam,1Story,1964,1964,None,504.0,0,144,3,3,COD,114000,15,6,9,0,1298,625.0,2.0
RL,14226,Lvl,Gtl,NridgHt,Norm,1Fam,1Story,2006,2006,BrkFace,895.0,315,45,4,3,New,395000,40,12,12,4,1973,967.5,2.0
RM,2760,Lvl,Gtl,BrDale,Norm,TwnhsE,2Story,1973,1973,BrkFace,440.0,0,0,3,3,WD ,105500,30,9,9,0,1092,262.5,1.5
RL,11050,Lvl,Gtl,Mitchel,Norm,1Fam,2Story,1998,1999,None,741.0,0,70,4,3,WD ,254900,40,12,12,3,1916,832.0,2.5
RL,7200,Lvl,Gtl,NAmes,Norm,1Fam,1Story,1950,1950,None,357.0,0,171,3,3,WD ,102000,15,9,9,3,1238,648.0,1.5
RL,12420,Lvl,Gtl,CollgCr,Norm,1Fam,2Story,2001,2001,None,622.0,0,45,4,3,WD ,230000,35,12,12,0,1840,805.0,2.5
RM,6120,Lvl,Gtl,BrkSide,Norm,1Fam,2Story,1920,2004,None,180.0,24,0,3,4,WD ,137500,40,9,9,0,1513,469.5,1.5
RL,7111,Bnk,Gtl,BrkSide,Norm,1Fam,1Story,1928,1983,None,288.0,265,0,3,2,WD ,138000,35,16,9,1,1143,570.5,1.0
RL,19255,Lvl,Gtl,SawyerW,Norm,1Fam,SLvl,1983,1983,BrkFace,576.0,0,0,4,2,WD ,156500,30,12,12,1,1338,70.0,1.5
RL,8120,Lvl,Gtl,NAmes,Norm,1Fam,1Story,1970,1970,None,463.0,0,0,3,3,WD ,124500,28,12,9,0,864,527.5,1.0
RL,11952,Lvl,Gtl,NWAmes,PosA,1Fam,2Story,1977,1977,None,534.0,0,0,3,3,WD ,190000,42,9,12,4,1969,404.0,2.5
RL,3182,Lvl,Gtl,Blmngtn,Norm,1Fam,1Story,2007,2007,BrkFace,388.0,100,16,4,2,WD ,159895,35,12,12,4,1266,633.0,2.0
RL,9842,Lvl,Gtl,SWISU,Feedr,1Fam,2Story,1921,1998,None,621.0,183,0,3,4,WD ,189000,30,9,6,0,2601,306.0,3.5
RL,8020,Lvl,Gtl,Sawyer,Norm,1Fam,1Story,1964,1964,None,0.0,0,0,3,3,WD ,124000,30,9,9,0,912,778.0,1.0
RL,11341,Lvl,Gtl,Sawyer,Norm,1Fam,1Story,1957,1996,BrkFace,528.0,0,0,3,3,WD ,121500,30,9,12,4,1392,1347.0,1.5
RL,12436,Lvl,Gtl,NAmes,Norm,Duplex,1Story,1957,1957,None,484.0,0,0,3,5,WD ,146000,25,9,9,0,1824,912.0,2.0
RL,12192,Lvl,Gtl,CollgCr,Norm,1Fam,2Story,2000,2001,None,626.0,192,36,4,3,WD ,235000,35,12,12,0,1823,795.5,2.5
RM,3842,HLS,Mod,Crawfor,Norm,TwnhsE,1Story,2004,2005,Stone,525.0,128,53,4,2,WD ,300000,40,12,15,4,1646,1579.0,2.0
RM,1936,Lvl,Gtl,MeadowV,Norm,Twnhs,2Story,1970,1970,None,0.0,0,0,3,3,WD ,90500,28,9,9,0,1092,273.0,1.5
RL,13101,Lvl,Gtl,NAmes,Norm,Duplex,1Story,1965,1965,BrkFace,576.0,0,0,3,6,WD ,142600,25,9,9,0,1728,979.5,2.0
RL,9808,Lvl,Gtl,CollgCr,Norm,1Fam,1Story,2002,2002,BrkFace,544.0,0,72,4,3,WD ,227000,35,12,12,0,1573,1180.5,2.0
RL,8145,HLS,Gtl,Crawfor,Norm,Duplex,2.5Unf,1940,1950,None,400.0,0,0,3,5,WD ,205000,42,9,9,8,2480,583.0,2.5
RL,17227,Lvl,Mod,CollgCr,Norm,1Fam,1Story,1999,2000,BrkFace,482.0,240,84,4,1,WD ,246900,40,12,12,3,1341,1128.0,1.5
C (all),5280,Lvl,Gtl,IDOTRR,Feedr,1Fam,2Story,1895,1950,None,185.0,0,123,3,2,WD ,89000,28,9,2,0,1361,86.5,1.0
RL,11792,Lvl,Gtl,Edwards,Norm,1Fam,1.5Fin,1948,1950,None,480.0,0,0,2,2,WD ,64000,20,9,9,0,1120,372.0,1.0
RL,3876,Lvl,Gtl,Greens,Norm,Twnhs,1Story,1978,1978,None,484.0,133,60,4,1,WD ,170000,40,12,12,3,1226,676.0,1.0
RL,13891,Lvl,Gtl,NridgHt,Norm,1Fam,2Story,2008,2009,Stone,1020.0,52,170,5,4,New,582933,45,15,15,4,2822,867.0,3.5
RM,6000,Lvl,Gtl,OldTown,Artery,1Fam,1Story,1925,1980,None,440.0,166,120,4,2,WD ,110500,36,12,9,4,1103,750.0,1.0
RL,8240,Lvl,Gtl,Edwards,Norm,1Fam,1Story,1960,1960,Stone,622.0,0,0,3,2,WD ,110000,36,9,9,0,1179,589.5,1.0
RL,9405,Lvl,Gtl,Edwards,Norm,1Fam,1Story,1947,2008,None,0.0,0,200,3,2,WD ,118000,45,15,9,0,698,349.0,1.0
RL,10625,Lvl,Gtl,NridgHt,Norm,1Fam,2Story,2003,2004,BrkFace,871.0,320,62,4,3,WD ,284000,35,12,12,4,2046,932.0,2.5
RL,9247,Lvl,Gtl,NAmes,Norm,1Fam,2Story,1962,1962,BrkFace,490.0,0,84,3,4,WD ,171000,36,9,9,4,1716,588.5,1.5
RL,10628,Lvl,Gtl,SawyerW,Norm,1Fam,2Story,2004,2004,None,478.0,146,91,4,3,WD ,193000,35,12,12,0,1812,417.5,2.5
RL,11000,Lvl,Gtl,Mitchel,Norm,1Fam,1Story,1976,2003,None,502.0,0,44,3,3,WD ,135000,30,9,12,0,1178,1090.0,1.5
RL,9399,Bnk,Gtl,Crawfor,Norm,1Fam,2.5Unf,1919,1950,None,288.0,0,0,4,4,WD ,167000,56,9,9,4,1636,409.0,1.5
RM,7200,Lvl,Gtl,OldTown,Norm,1Fam,1Story,1950,1950,None,528.0,0,0,3,2,COD,105000,20,9,9,0,864,288.0,1.0
RL,10264,Lvl,Gtl,CollgCr,Norm,1Fam,1Story,1999,1999,BrkFace,472.0,158,29,4,3,WD ,214000,35,12,12,0,1588,1375.0,2.0
RL,13215,Lvl,Gtl,NridgHt,Norm,1Fam,2Story,2004,2004,BrkFace,746.0,168,127,4,3,WD ,279000,40,12,12,3,1914,1207.0,2.5
RL,10530,Lvl,Gtl,NWAmes,Norm,1Fam,SLvl,1975,2000,BrkFace,485.0,48,28,4,3,WD ,184500,36,9,6,3,1875,611.5,3.0
RM,6000,Lvl,Gtl,OldTown,Norm,1Fam,1.5Fin,1948,2002,None,308.0,0,176,3,2,WD ,120000,21,12,9,0,1183,490.0,1.5
RL,7703,Lvl,Gtl,SawyerW,Norm,1Fam,2Story,1992,1992,None,528.0,0,91,4,3,WD ,171500,36,16,16,0,1730,252.0,2.5
FV,4251,Lvl,Gtl,Somerst,Norm,TwnhsE,2Story,2006,2007,None,528.0,0,54,4,2,New,164700,35,12,12,0,1250,312.5,2.5
RL,12128,Bnk,Gtl,SawyerW,Norm,1Fam,2Story,1989,1989,BrkFace,506.0,0,245,5,4,WD ,209000,24,12,12,3,2559,708.5,2.5
RM,3072,Lvl,Gtl,Blmngtn,Norm,TwnhsE,1Story,2004,2004,BrkFace,388.0,143,20,4,2,WD ,225000,35,12,12,3,1548,1212.0,2.0
RL,8410,Lvl,Gtl,Edwards,Feedr,1Fam,1.5Fin,1910,1996,None,0.0,0,151,3,5,WD ,81000,15,6,9,0,1184,329.0,1.0
RL,15218,Lvl,Gtl,Somerst,RRAn,1Fam,1Story,2006,2006,None,928.0,0,240,4,2,New,336820,40,12,20,4,1670,1616.0,2.5
RL,14364,Low,Mod,SawyerW,Norm,1Fam,2Story,1988,1989,BrkFace,454.0,60,55,3,3,WD ,277000,35,12,12,4,2062,1111.0,2.5
RL,8680,Lvl,Gtl,NAmes,Norm,1Fam,1Story,1960,1960,None,312.0,0,0,3,3,WD ,117600,35,9,9,0,894,447.0,1.0
RL,9600,Lvl,Gtl,NAmes,Norm,1Fam,1.5Fin,1950,2005,None,271.0,0,0,3,3,WD ,140000,48,12,9,0,1668,488.0,1.5
RL,11778,Lvl,Gtl,CollgCr,PosN,1Fam,1Story,2008,2008,Stone,874.0,216,36,5,3,New,395039,45,15,15,8,1766,1452.0,2.5
RL,15810,Lvl,Gtl,Gilbert,RRAn,1Fam,2Story,2007,2007,None,572.0,100,0,4,3,New,181755,30,12,12,0,1496,384.0,3.0
RL,11024,Lvl,Gtl,SawyerW,Norm,1Fam,1Story,2005,2006,BrkFace,612.0,144,55,4,3,New,186800,35,12,12,0,1400,700.0,2.0
RL,8970,Lvl,Gtl,NAmes,Norm,1Fam,2Story,1965,1965,None,549.0,0,40,3,4,WD ,177500,30,12,9,3,2140,566.0,2.5
RL,10800,Lvl,Gtl,OldTown,Norm,1Fam,1Story,1927,2007,None,216.0,0,0,3,4,WD ,64500,24,9,9,0,968,328.0,2.0
FV,4835,Lvl,Gtl,Somerst,Norm,TwnhsE,1Story,2004,2005,None,506.0,168,50,4,2,WD ,260000,35,12,15,4,1488,1393.0,2.0
RL,3710,Lvl,Gtl,Blmngtn,Norm,1Fam,1Story,2007,2007,BrkFace,388.0,100,16,4,2,New,185485,35,12,12,4,1266,633.0,2.0
RM,6120,Lvl,Gtl,BrkSide,Norm,1Fam,1Story,1931,1993,None,180.0,48,0,3,2,WD ,105000,35,9,9,0,875,462.0,1.0
RL,9600,Lvl,Gtl,Veenker,Feedr,1Fam,SLvl,1976,1994,BrkFace,512.0,113,100,3,3,WD ,187000,42,16,9,3,1855,264.0,2.5
RL,14145,Lvl,Gtl,NWAmes,Norm,1Fam,1Story,1984,1998,None,440.0,108,45,4,3,WD ,202500,49,12,12,0,1621,710.5,2.0
RL,9926,Lvl,Gtl,NridgHt,Norm,1Fam,1Story,2005,2006,BrkFace,878.0,100,38,4,3,WD ,245700,35,12,12,0,1614,1396.0,2.0
RL,8012,Lvl,Gtl,SawyerW,Norm,TwnhsE,2Story,1980,1980,None,283.0,340,0,3,2,WD ,128000,30,9,9,6,1266,315.0,1.5
RL,10240,Lvl,Gtl,NridgHt,Norm,1Fam,2Story,2005,2005,BrkFace,878.0,192,52,5,3,WD ,275500,40,12,12,4,2098,515.0,2.5
RL,10762,Lvl,Gtl,Gilbert,Norm,1Fam,2Story,1999,1999,None,490.0,0,0,4,3,WD ,225000,35,12,12,3,1983,836.0,2.5
RL,8000,Lvl,Gtl,NAmes,Norm,1Fam,SLvl,1959,1959,None,288.0,0,0,3,3,WD ,138000,25,9,12,0,1183,433.0,1.0
RM,1680,Lvl,Gtl,BrDale,Norm,Twnhs,2Story,1971,1971,BrkFace,264.0,0,0,3,3,WD ,88000,30,9,9,0,1092,262.5,1.5
RL,13693,Lvl,Gtl,NridgHt,Norm,1Fam,2Story,2006,2006,BrkFace,694.0,414,84,5,3,WD ,380000,45,15,12,4,2643,1076.5,2.5
FV,10625,Lvl,Gtl,Somerst,Norm,1Fam,1Story,2007,2007,BrkFace,660.0,133,120,4,3,WD ,256000,40,12,12,4,1660,830.0,2.0
RL,7200,Lvl,Gtl,NAmes,Norm,1Fam,1Story,1951,2000,None,576.0,222,32,4,3,WD ,134800,35,9,9,0,900,324.0,1.0
RM,1612,Lvl,Gtl,Blueste,Norm,Twnhs,2Story,1980,1980,None,462.0,154,0,3,2,WD ,121000,36,9,12,3,1229,280.5,1.5
FV,10207,Lvl,Gtl,Somerst,Norm,1Fam,2Story,2007,2007,None,578.0,144,105,4,3,New,227875,42,12,12,0,1761,437.0,3.0
RL,10475,Lvl,Gtl,CollgCr,Norm,1Fam,1Story,2008,2008,Stone,776.0,160,33,4,3,WD ,245350,40,12,12,0,1694,847.0,2.0
RM,5976,Lvl,Gtl,OldTown,Norm,Duplex,2Story,1920,1950,None,0.0,0,130,3,2,WD ,93500,35,9,9,0,1248,312.0,2.0
RL,10625,Lvl,Gtl,Edwards,Norm,1Fam,1Story,1920,1950,None,366.0,0,0,3,2,COD,83000,25,9,9,0,835,283.0,1.0
RL,53107,Low,Mod,ClearCr,Feedr,1Fam,2Story,1992,1992,None,501.0,216,231,4,3,WD ,240000,30,12,12,4,1953,1282.5,2.5
RM,5680,Lvl,Gtl,OldTown,Norm,1Fam,1.5Fin,1901,1950,None,240.0,0,25,3,3,WD ,113000,20,9,9,0,1173,296.0,2.0
RL,12400,Lvl,Gtl,NAmes,Feedr,1Fam,1Story,1958,1998,BrkFace,297.0,0,0,3,3,WD ,155000,42,9,6,0,1215,900.0,1.0
RL,6768,Lvl,Gtl,Sawyer,Feedr,1Fam,1Story,1961,1996,None,288.0,168,0,4,3,WD ,142000,48,12,9,0,912,872.0,1.0
